Area,Compactness,Eccentricity,Class
349,1.0525195602950452,0.6844367723369006,Negative for intraepithelial lesion
502,1.3031803301571656,0.7123862846175503,Negative for intraepithelial lesion
743,2.4785739361835364,0.6774632396491092,Negative for intraepithelial lesion
938,1.284628397942388,0.7373634971493283,Negative for intraepithelial lesion
1233,1.1796535297505069,0.48101816527897434,Negative for intraepithelial lesion
358,1.2622202912253888,0.8410286606703063,Negative for intraepithelial lesion
525,1.2594630286317108,0.7371990448757945,Negative for intraepithelial lesion
693,1.5511684657243285,0.7997950505010887,Negative for intraepithelial lesion
371,1.1913585095356565,0.8165055746556772,Negative for intraepithelial lesion
563,1.3760797536484335,0.7773825268281253,Negative for intraepithelial lesion
1155,2.869125319691561,0.8526092886200506,Negative for intraepithelial lesion
521,1.1344969715102988,0.7340018464263135,Negative for intraepithelial lesion
1307,2.1882802902707583,0.6458385772577356,Negative for intraepithelial lesion
701,1.6117280356857462,0.9204612549676774,Negative for intraepithelial lesion
682,1.2902089936096428,0.668719845279638,Negative for intraepithelial lesion
961,1.4637439190466048,0.6585874034657382,Negative for intraepithelial lesion
422,1.5022463795038565,0.42056914573234633,Negative for intraepithelial lesion
1851,1.2137474934884627,0.566119906686586,Negative for intraepithelial lesion
773,2.021348575256545,0.848070095530367,Negative for intraepithelial lesion
379,1.5985635612017224,0.8519698231071988,Negative for intraepithelial lesion
815,1.3134676030106782,0.551324399491039,Negative for intraepithelial lesion
2055,3.919585891346454,0.590739257858616,Negative for intraepithelial lesion
496,1.166128689709477,0.591429051095359,Negative for intraepithelial lesion
792,4.784173189137005,0.9206288687435157,Negative for intraepithelial lesion
1294,1.9212595616990344,0.5746986240426039,Negative for intraepithelial lesion
1291,2.5425195057029106,0.9300134351807693,Negative for intraepithelial lesion
2238,2.511446842177107,0.9218967162958629,Negative for intraepithelial lesion
659,1.3501569978393249,0.4162062933193586,Negative for intraepithelial lesion
704,1.1345200623997704,0.5889787734207264,Negative for intraepithelial lesion
489,1.0526369325797722,0.4558565777254071,Negative for intraepithelial lesion
375,1.1601949582225701,0.6289722252217678,Negative for intraepithelial lesion
637,1.3204787242523883,0.8916228723595485,Negative for intraepithelial lesion
334,1.323335346178887,0.8890103977458003,Negative for intraepithelial lesion
6896,2.4944762149392385,0.7421148614606214,Negative for intraepithelial lesion
2851,3.043466285662218,0.6900781758913069,Negative for intraepithelial lesion
396,1.0986694680137974,0.4818542915107084,Negative for intraepithelial lesion
529,1.1671353395421424,0.788271596571254,Negative for intraepithelial lesion
399,1.2115757741165367,0.8526826574792374,Negative for intraepithelial lesion
414,1.140010293813884,0.5031609840820215,Negative for intraepithelial lesion
862,1.5621606563174248,0.6673742836769815,Negative for intraepithelial lesion
572,1.1947127469612224,0.6710780957491012,Negative for intraepithelial lesion
402,1.5071034569538626,0.915591990843678,Negative for intraepithelial lesion
403,1.0967593156569926,0.7790659185213765,Negative for intraepithelial lesion
620,1.076887238138578,0.497349800136187,Negative for intraepithelial lesion
1350,2.171272815672618,0.929406497557995,Negative for intraepithelial lesion
1224,2.1901100278851016,0.9120525401957942,Negative for intraepithelial lesion
591,1.1010148982667343,0.6800406514091925,Negative for intraepithelial lesion
427,1.1151745242294997,0.6737654855749101,Negative for intraepithelial lesion
344,1.1858594494972867,0.7994507934697764,Negative for intraepithelial lesion
905,2.5740589708310866,0.8418325614865623,Negative for intraepithelial lesion
840,1.248760705692934,0.7854302519725986,Negative for intraepithelial lesion
372,1.0744167246501082,0.6255761716357532,Negative for intraepithelial lesion
516,1.7322510785797505,0.8935125654038645,Negative for intraepithelial lesion
651,1.1866397270857452,0.6972434380327205,Negative for intraepithelial lesion
1452,4.423737615499702,0.855768809733105,Negative for intraepithelial lesion
543,1.5521000058703254,0.8492264336445255,Negative for intraepithelial lesion
517,1.4239775436978572,0.8674771871586018,Negative for intraepithelial lesion
214,1.062592473620129,0.6955617125040667,Negative for intraepithelial lesion
968,1.2876757632950189,0.7984415627147776,Negative for intraepithelial lesion
1293,1.6040073987509729,0.7842882523766176,Negative for intraepithelial lesion
525,1.2168225716958125,0.6470854225906055,Negative for intraepithelial lesion
558,1.3260133528344473,0.7681067268905309,Negative for intraepithelial lesion
495,2.471197755527571,0.5179632702715005,Negative for intraepithelial lesion
1069,1.2193133785650738,0.5373529207692973,Negative for intraepithelial lesion
563,1.1707950923474981,0.6860678208634626,Negative for intraepithelial lesion
381,1.2846646973583467,0.7075494905370104,Negative for intraepithelial lesion
608,1.1875737751844153,0.7370867933385771,Negative for intraepithelial lesion
482,1.3748485122057312,0.575238522750921,Negative for intraepithelial lesion
427,1.649631638210221,0.7728141973168351,Negative for intraepithelial lesion
795,1.4692674982964542,0.5463704993588806,Negative for intraepithelial lesion
456,1.5606972764145652,0.6383587685376063,Negative for intraepithelial lesion
546,1.1521663728600906,0.330847679779454,Negative for intraepithelial lesion
550,1.2807140237923642,0.8240615642878366,Negative for intraepithelial lesion
393,1.2829261750023004,0.8144741919578669,Negative for intraepithelial lesion
1317,1.8032339399384745,0.765990097622437,Negative for intraepithelial lesion
504,1.573889123958272,0.8136397369084427,Negative for intraepithelial lesion
790,1.2874594129374501,0.6007039274793375,Negative for intraepithelial lesion
1154,1.6734681541606047,0.8077455662143458,Negative for intraepithelial lesion
737,1.1916435507285048,0.7464662085697165,Negative for intraepithelial lesion
622,1.427753785575041,0.9124641049732551,Negative for intraepithelial lesion
567,1.2956942766968509,0.8246921133720814,Negative for intraepithelial lesion
743,1.9605332269969276,0.7952822145650907,Negative for intraepithelial lesion
367,1.6861699633898906,0.47328767983254877,Negative for intraepithelial lesion
416,1.417536395042663,0.8810213822547114,Negative for intraepithelial lesion
595,1.887938328147102,0.667951060682903,Negative for intraepithelial lesion
910,1.3728603692180628,0.7699955133138626,Negative for intraepithelial lesion
619,1.5317271330973297,0.8927993259596105,Negative for intraepithelial lesion
966,2.0017338846091906,0.6933218613547685,Negative for intraepithelial lesion
271,1.1302831178272186,0.7335189161352363,Negative for intraepithelial lesion
2442,5.454382026506502,0.5446619268141242,Negative for intraepithelial lesion
915,1.234777430048457,0.8159422612201648,Negative for intraepithelial lesion
4311,7.34839780111313,0.8233311738062484,Negative for intraepithelial lesion
780,1.3805380581250326,0.7029281329858966,Negative for intraepithelial lesion
411,1.3688863724317595,0.8517499302059868,Negative for intraepithelial lesion
200,0.9636590465344973,0.407505543354126,Negative for intraepithelial lesion
331,1.0907021810538229,0.7271966693345954,Negative for intraepithelial lesion
564,1.7249408009946041,0.8515531832081404,Negative for intraepithelial lesion
871,1.2238826949829864,0.6579484793628668,Negative for intraepithelial lesion
282,1.1032526408702752,0.5999005408166466,Negative for intraepithelial lesion
337,1.1826415234185401,0.6231223285746971,Negative for intraepithelial lesion
473,1.1525776810423094,0.6178523338566385,Negative for intraepithelial lesion
291,1.013221893514632,0.5361816517650014,Negative for intraepithelial lesion
182,0.9746432475715959,0.4692433798389488,Negative for intraepithelial lesion
245,0.9901703850100345,0.3044682054870869,Negative for intraepithelial lesion
623,1.4281756943238428,0.8200458472931645,Negative for intraepithelial lesion
343,1.1192151922454714,0.554817802327973,Negative for intraepithelial lesion
485,1.2215511681555373,0.7853401644330639,Negative for intraepithelial lesion
517,1.2681773011918704,0.7669628095004805,Negative for intraepithelial lesion
594,2.209593312576191,0.19434415186007684,Negative for intraepithelial lesion
233,1.314621147147539,0.8503766789853046,Negative for intraepithelial lesion
963,2.777597210427852,0.6125843636410656,Negative for intraepithelial lesion
3240,2.127410004796852,0.6775759327932263,Negative for intraepithelial lesion
3111,1.760801099331761,0.8709213888965768,Negative for intraepithelial lesion
3551,5.605428293179196,0.7059860580900511,Negative for intraepithelial lesion
582,1.2777386223097666,0.8765360271387687,Negative for intraepithelial lesion
682,1.2381778218545085,0.8325107549628533,Negative for intraepithelial lesion
292,1.185004459547092,0.3140193411952447,Negative for intraepithelial lesion
649,1.0853508786222992,0.6922759071232699,Negative for intraepithelial lesion
786,1.6494475753065418,0.543576262282809,Negative for intraepithelial lesion
408,1.1922384859108939,0.7574284599363917,Negative for intraepithelial lesion
1038,1.413434051396278,0.5963463276523682,Negative for intraepithelial lesion
821,1.3515236427726849,0.8535812296543728,Negative for intraepithelial lesion
395,1.0426714707116376,0.5513155618435341,Negative for intraepithelial lesion
844,1.2323581882774257,0.6407519204287565,Negative for intraepithelial lesion
858,1.635957927061361,0.6322928164171072,Negative for intraepithelial lesion
1204,2.4917952069150875,0.9082590952787961,Negative for intraepithelial lesion
791,1.1072900434866635,0.429029677297441,Negative for intraepithelial lesion
2723,2.7409055225977825,0.8364254150273811,Negative for intraepithelial lesion
716,1.9604076835455972,0.8942617992140054,Negative for intraepithelial lesion
1214,3.484228140729757,0.9299094086113205,Negative for intraepithelial lesion
750,2.7487088199182277,0.7656239120809603,Negative for intraepithelial lesion
586,1.1393687502490075,0.7072495430246231,Negative for intraepithelial lesion
589,1.1541625390925565,0.42296511030082434,Negative for intraepithelial lesion
555,1.326479985435428,0.8766325917222318,Negative for intraepithelial lesion
3836,4.257405417978805,0.8298043803041548,Negative for intraepithelial lesion
4637,3.9010639648636243,0.7999668779494054,Negative for intraepithelial lesion
353,1.4370213642045808,0.7550053367611514,Negative for intraepithelial lesion
1527,3.716144608263711,0.8681669266993621,Negative for intraepithelial lesion
364,1.184187651114628,0.6973454507688098,Negative for intraepithelial lesion
2017,2.6283668173214525,0.37030644443879973,Negative for intraepithelial lesion
1024,1.4847928266476171,0.7330696334880115,Negative for intraepithelial lesion
600,1.3129947556558,0.8165192917599611,Negative for intraepithelial lesion
650,2.0021532505588016,0.8048733868843206,Negative for intraepithelial lesion
431,1.1117667623025296,0.7044642032731587,Negative for intraepithelial lesion
5354,4.185727663840517,0.5849058949917184,Negative for intraepithelial lesion
1790,3.354545253977323,0.5081390534588285,Negative for intraepithelial lesion
453,1.2871197530274185,0.8821922991863558,Negative for intraepithelial lesion
1073,1.6931412955084109,0.8352390176954201,Negative for intraepithelial lesion
571,1.5410201955283884,0.5801303776608903,Negative for intraepithelial lesion
930,1.2660685376531775,0.6857814004678945,Negative for intraepithelial lesion
1124,1.2396912700823939,0.8034188442090344,Negative for intraepithelial lesion
527,1.4773205572593782,0.8620381494698014,Negative for intraepithelial lesion
817,1.47729570825616,0.5681212860617835,Negative for intraepithelial lesion
598,1.3840202022173858,0.7083487091865,Negative for intraepithelial lesion
1008,1.1522424584613138,0.6125671250682511,Negative for intraepithelial lesion
626,1.7447470609212985,0.3723385890728926,Negative for intraepithelial lesion
879,1.1019356234217887,0.516774998134942,Negative for intraepithelial lesion
918,1.1262265333092827,0.6898108793146541,Negative for intraepithelial lesion
1012,1.6711518285284015,0.617287222656702,Negative for intraepithelial lesion
643,1.092171085747692,0.6357287597098038,Negative for intraepithelial lesion
848,2.0494430721750883,0.7198720035818301,Negative for intraepithelial lesion
779,1.824412636211765,0.7189074997826669,Negative for intraepithelial lesion
657,1.2537449768957118,0.7647584346585025,Negative for intraepithelial lesion
958,1.711453428761308,0.901890609586969,Negative for intraepithelial lesion
1006,1.6297936203081531,0.90048329083281,Negative for intraepithelial lesion
1016,2.101006586184262,0.8294432694223681,Negative for intraepithelial lesion
704,1.2895878041708118,0.754791289249477,Negative for intraepithelial lesion
471,1.1022105768785566,0.722873166277177,Negative for intraepithelial lesion
636,1.157541502462898,0.8065048293908978,Negative for intraepithelial lesion
270,1.1433603781867316,0.7972427305677476,Negative for intraepithelial lesion
418,1.0979129431532055,0.5827916251808783,Negative for intraepithelial lesion
836,1.1341376689537463,0.6348629194444557,Negative for intraepithelial lesion
412,1.0393369572035402,0.39052556760913293,Negative for intraepithelial lesion
565,1.145508765406576,0.8165403532519954,Negative for intraepithelial lesion
459,1.1612220259276427,0.7384796824275419,Negative for intraepithelial lesion
972,2.4090740247086506,0.8404324226936504,Negative for intraepithelial lesion
1172,4.752064350846757,0.6861601110057621,Negative for intraepithelial lesion
1153,1.7598214798411693,0.6639429076361679,Negative for intraepithelial lesion
1126,3.9559906554222097,0.929858779346734,Negative for intraepithelial lesion
672,1.0822268032362135,0.6715582840195378,Negative for intraepithelial lesion
685,1.2385693869455383,0.75983260119045,Negative for intraepithelial lesion
579,1.1506143302426697,0.7051659315291494,Negative for intraepithelial lesion
630,1.3593867455724438,0.7195053483126063,Negative for intraepithelial lesion
497,1.5037860677052723,0.819568688475528,Negative for intraepithelial lesion
1175,1.8590836780016908,0.9597580956338058,Negative for intraepithelial lesion
446,1.1070622147062845,0.41569699762392004,Negative for intraepithelial lesion
404,1.4087257518242677,0.7341907049040359,Negative for intraepithelial lesion
862,1.1748628478921972,0.40834977749894724,Negative for intraepithelial lesion
481,1.4133092214667686,0.7418681458049152,Negative for intraepithelial lesion
724,1.6263035210618861,0.7679304427982007,Negative for intraepithelial lesion
497,1.6038237342213095,0.8835690588546105,Negative for intraepithelial lesion
1276,1.2493736554151529,0.6051443351849566,Negative for intraepithelial lesion
1272,4.229349459752916,0.8822298678084224,Negative for intraepithelial lesion
806,1.4017634596703947,0.8127119414681262,Negative for intraepithelial lesion
1124,1.3412529435155187,0.6430045359031248,Negative for intraepithelial lesion
1498,6.0845033289650825,0.8204698150341122,Negative for intraepithelial lesion
422,1.2406674203569226,0.8445852147745492,Negative for intraepithelial lesion
570,1.550856180799532,0.7160817558777297,Negative for intraepithelial lesion
1003,1.240746750513204,0.4808263924897173,Negative for intraepithelial lesion
808,1.2556152173606847,0.6692494088920347,Negative for intraepithelial lesion
702,1.0851541045480428,0.5956322410078229,Negative for intraepithelial lesion
580,1.2045567693572639,0.8453829046211342,Negative for intraepithelial lesion
261,1.086616357319588,0.7494107192069306,Negative for intraepithelial lesion
1026,1.1763651078508874,0.7264649169337365,Negative for intraepithelial lesion
2010,3.741641197582031,0.8074359967249262,Negative for intraepithelial lesion
1706,4.146470932764653,0.8624682556065114,Negative for intraepithelial lesion
610,2.387993750260192,0.8221646272121871,Negative for intraepithelial lesion
900,1.1724873238617821,0.6143613125302355,Negative for intraepithelial lesion
1652,1.3544065423400573,0.6859499507448832,Negative for intraepithelial lesion
1420,1.5338238075184563,0.4977951817342537,Negative for intraepithelial lesion
5376,2.9256494075029207,0.5384843120651216,Negative for intraepithelial lesion
474,1.1664835879623978,0.626602436644549,Negative for intraepithelial lesion
1114,2.848258949830677,0.708803288228387,Negative for intraepithelial lesion
987,2.776762646149882,0.7392566272638815,Negative for intraepithelial lesion
1940,2.8171489956090165,0.8912942997009246,Negative for intraepithelial lesion
1064,1.106620067252484,0.5495208822544719,Negative for intraepithelial lesion
2612,4.531023482019654,0.8394605630170081,Negative for intraepithelial lesion
536,1.0878082987339937,0.49716204431611927,Negative for intraepithelial lesion
2914,4.816063105376064,0.7486162236431879,Negative for intraepithelial lesion
295,1.0662421079605395,0.6039132568140231,Negative for intraepithelial lesion
642,1.554380731577043,0.5722711561094058,Negative for intraepithelial lesion
694,1.1406972298267182,0.7764803071316118,Negative for intraepithelial lesion
1285,1.411147247634391,0.5770503005150912,Negative for intraepithelial lesion
447,1.065278572362408,0.5412051284093218,Negative for intraepithelial lesion
478,1.1310842824563678,0.7955467301141705,Negative for intraepithelial lesion
437,1.0596896539694376,0.6232516244318949,Negative for intraepithelial lesion
517,1.0997389148896681,0.6459521682163131,Negative for intraepithelial lesion
968,1.126382719319005,0.5828811590042703,Negative for intraepithelial lesion
3235,3.2713774724528375,0.7689600516652191,Negative for intraepithelial lesion
3604,3.0819883182672445,0.7497368701061686,Negative for intraepithelial lesion
457,1.26564513536294,0.8048414266251344,Negative for intraepithelial lesion
4241,2.0728078495345708,0.9062018751414029,Negative for intraepithelial lesion
422,1.2228122094946028,0.6287696231028237,Negative for intraepithelial lesion
513,1.2780656265854675,0.8293304462527269,Negative for intraepithelial lesion
295,1.0464654268769957,0.6961849552796927,Negative for intraepithelial lesion
473,1.3360052903774984,0.8029032317917876,Negative for intraepithelial lesion
851,2.756171598212291,0.6431890209942293,Negative for intraepithelial lesion
955,2.0962777827515366,0.8516051424976349,Negative for intraepithelial lesion
606,1.1076106462938846,0.6003294330088826,Negative for intraepithelial lesion
554,1.2399982195413524,0.4435105982916009,Negative for intraepithelial lesion
479,1.052588698905854,0.6432610675724718,Negative for intraepithelial lesion
751,1.1094847878226253,0.6035032780095079,Negative for intraepithelial lesion
798,1.3526976839127582,0.7411513020223791,Negative for intraepithelial lesion
600,1.427356073009891,0.6783929841381856,Negative for intraepithelial lesion
821,1.0787755599849715,0.5379834730532653,Negative for intraepithelial lesion
539,1.148097173588293,0.36029013369474405,Negative for intraepithelial lesion
684,1.0686445030185918,0.6031527760206951,Negative for intraepithelial lesion
478,1.1539344747032245,0.7514359348839497,Negative for intraepithelial lesion
3308,8.780584315047747,0.8147491438855733,Negative for intraepithelial lesion
1734,2.9576495788861754,0.8784121837238344,Negative for intraepithelial lesion
1908,1.6849307055505478,0.8087129299862581,Negative for intraepithelial lesion
1602,2.2616943707261092,0.850184044412065,Negative for intraepithelial lesion
449,1.3387520759558451,0.5743700625383613,Negative for intraepithelial lesion
1229,3.2578442511279184,0.8358126101365272,Negative for intraepithelial lesion
538,2.482044919415619,0.7778505111345629,Negative for intraepithelial lesion
684,1.955282256097285,0.7070674778742461,Negative for intraepithelial lesion
366,1.2652578694862469,0.8772982418084891,Negative for intraepithelial lesion
424,1.3719264934655715,0.8584762153329466,Negative for intraepithelial lesion
1094,1.77531767371977,0.8429800837343079,Negative for intraepithelial lesion
1046,1.801505138947832,0.8597451414757596,Negative for intraepithelial lesion
744,1.6441436743155036,0.772222063297501,Negative for intraepithelial lesion
804,3.5535455391854534,0.9506781155074575,Negative for intraepithelial lesion
3292,2.9521109059204695,0.7066597641944026,Negative for intraepithelial lesion
359,1.0918651811584508,0.31684703369744044,Negative for intraepithelial lesion
827,3.00134590029712,0.7298120115178516,Negative for intraepithelial lesion
480,1.168149610776279,0.8223175998359504,Negative for intraepithelial lesion
372,1.096601218666364,0.6774722052533376,Negative for intraepithelial lesion
634,1.2633596810763716,0.8347859368448538,Negative for intraepithelial lesion
655,2.8822244851740377,0.7027929280429416,Negative for intraepithelial lesion
656,1.592271287497479,0.37889481697250266,Negative for intraepithelial lesion
523,1.2281005339698357,0.745222785918357,Negative for intraepithelial lesion
835,1.8028352508452827,0.9077404969218164,Negative for intraepithelial lesion
624,1.6229675742335283,0.5454527237002847,Negative for intraepithelial lesion
512,1.3586885889483753,0.8601073113462585,Negative for intraepithelial lesion
535,1.2320703527446593,0.7675879573050141,Negative for intraepithelial lesion
1002,1.5855684447451295,0.3000504120797077,Negative for intraepithelial lesion
5868,1.2732202014308351,0.49556701617665555,Negative for intraepithelial lesion
831,1.3066460184198494,0.6820407072240959,Negative for intraepithelial lesion
494,1.7451186516028547,0.8306743796722492,Negative for intraepithelial lesion
530,1.1367749377338177,0.7445414892539538,Negative for intraepithelial lesion
452,1.1388041049862363,0.7603775908874097,Negative for intraepithelial lesion
439,1.0846913937266434,0.7229397438044082,Negative for intraepithelial lesion
692,1.459799735215097,0.7559189916038367,Negative for intraepithelial lesion
520,1.2676108403685413,0.8193858716840602,Negative for intraepithelial lesion
1542,1.4148987685136902,0.53228352014169,Negative for intraepithelial lesion
409,1.2190349661275222,0.7681465041120696,Negative for intraepithelial lesion
6467,3.6603623855199405,0.5381513097456648,Negative for intraepithelial lesion
701,3.611633872652438,0.8281929418914403,Negative for intraepithelial lesion
421,1.1482630223129238,0.8221208332692487,Negative for intraepithelial lesion
668,1.2820563647887346,0.8455102057964676,Negative for intraepithelial lesion
925,1.3759731291352002,0.7484994654365617,Negative for intraepithelial lesion
607,1.3131802176446161,0.8271432900361068,Negative for intraepithelial lesion
584,1.348967214714863,0.8179361568253403,Negative for intraepithelial lesion
1586,1.497389085161547,0.8964002881329188,Negative for intraepithelial lesion
1417,1.6215453946143483,0.8944866486263943,Negative for intraepithelial lesion
3837,7.633911910781288,0.7823187900516275,Negative for intraepithelial lesion
942,1.6140423139407547,0.579080989069141,Negative for intraepithelial lesion
936,1.2218673335858947,0.6807257825813343,Negative for intraepithelial lesion
1182,1.8797579106216324,0.8800499884960032,Negative for intraepithelial lesion
1327,1.1931332066366023,0.6349338541535843,Negative for intraepithelial lesion
454,1.0942650117304635,0.5919094031316819,Negative for intraepithelial lesion
4307,1.8794143847100024,0.7985630517596942,Negative for intraepithelial lesion
1164,1.5871647628300714,0.7552636667251725,Negative for intraepithelial lesion
468,1.2945632364569328,0.7294716092473282,Negative for intraepithelial lesion
463,1.1280021224891488,0.7677479311109277,Negative for intraepithelial lesion
582,1.0833434186619935,0.5293926741089541,Negative for intraepithelial lesion
338,1.357773999049857,0.9092331221724197,Negative for intraepithelial lesion
1444,2.2058175452265667,0.8935780656892928,Negative for intraepithelial lesion
1047,2.2927107568241385,0.9033852985691269,Negative for intraepithelial lesion
842,1.0900893422049804,0.45726913967050853,Negative for intraepithelial lesion
1356,4.635068332030676,0.8461427293195826,Negative for intraepithelial lesion
1118,1.1044983954188394,0.614985986848226,Negative for intraepithelial lesion
4581,9.436175715732793,0.5784184901394875,Negative for intraepithelial lesion
588,1.2583596072315435,0.7492419263537221,Negative for intraepithelial lesion
3679,6.939558415550792,0.8096313048959333,Negative for intraepithelial lesion
1361,2.744458201802671,0.8629997400483249,Negative for intraepithelial lesion
670,2.021731994621127,0.7541583900419124,Negative for intraepithelial lesion
458,1.2802958786147647,0.5275903358233502,Negative for intraepithelial lesion
539,1.1365741228335733,0.7425552416094221,Negative for intraepithelial lesion
681,1.7834129393222107,0.8743912321646543,Negative for intraepithelial lesion
587,1.0542152951229613,0.41107966532671647,Negative for intraepithelial lesion
402,1.265040973543022,0.8862635972543167,Negative for intraepithelial lesion
597,1.742228319209371,0.8586333851023172,Negative for intraepithelial lesion
2257,2.3074857343646373,0.8721696189705708,Negative for intraepithelial lesion
3666,3.391311981312364,0.815658615643118,Negative for intraepithelial lesion
935,1.259298125070554,0.7905805088248073,Negative for intraepithelial lesion
1645,1.5762502273804926,0.7432657563706497,Negative for intraepithelial lesion
1681,3.0194067658080344,0.875631273332216,Negative for intraepithelial lesion
866,1.4833639277939403,0.7903487662958919,Negative for intraepithelial lesion
2829,4.513634070727875,0.8934053795333763,Negative for intraepithelial lesion
4784,5.087209141600184,0.5474323072854834,Negative for intraepithelial lesion
1404,2.1528904690528705,0.7687298537762581,Negative for intraepithelial lesion
3476,11.091712864834733,0.7361271775122049,Negative for intraepithelial lesion
790,1.3031378666261173,0.7643662066836993,Negative for intraepithelial lesion
1261,2.031920846434687,0.8651474429512824,Negative for intraepithelial lesion
2405,3.243252276063508,0.6537827755541491,Negative for intraepithelial lesion
518,1.110255197392663,0.14848246930809328,Negative for intraepithelial lesion
497,1.202712392697945,0.8213112758676994,Negative for intraepithelial lesion
544,1.0926577323532292,0.6014025239136672,Negative for intraepithelial lesion
539,1.4414963925746913,0.8190504715010108,Negative for intraepithelial lesion
1084,1.2134734794312438,0.6975267156212209,Negative for intraepithelial lesion
1292,3.458224694016518,0.8053814533245358,Negative for intraepithelial lesion
1212,6.153950320117774,0.6323865240678892,Negative for intraepithelial lesion
1885,2.154780600116833,0.9378574790449821,Negative for intraepithelial lesion
837,1.5631936109662166,0.5641032456647801,Negative for intraepithelial lesion
1427,2.945469692951889,0.7532246372768407,Negative for intraepithelial lesion
928,1.2154269109167057,0.6676818072035174,Negative for intraepithelial lesion
442,1.2160178114468778,0.7919778372269686,Negative for intraepithelial lesion
666,1.0975267896142293,0.6892649970813882,Negative for intraepithelial lesion
646,1.1096780876140218,0.6009674275565488,Negative for intraepithelial lesion
292,1.0374239539342238,0.3767500662441916,Negative for intraepithelial lesion
394,1.8232767363436693,0.8237114579175897,Negative for intraepithelial lesion
718,1.5185772563787805,0.6621507841858445,Negative for intraepithelial lesion
390,1.0560390536694793,0.6067298679794675,Negative for intraepithelial lesion
517,1.7833796835330582,0.8428839761105343,Negative for intraepithelial lesion
452,1.2375440186261937,0.5446066318406969,Negative for intraepithelial lesion
547,1.530492370055749,0.8476956380127659,Negative for intraepithelial lesion
735,1.1597444403223396,0.7772202730714214,Negative for intraepithelial lesion
570,1.4052105859570239,0.871103437400072,Negative for intraepithelial lesion
568,1.1015035126846704,0.720707859183523,Negative for intraepithelial lesion
383,1.082605999142656,0.7280589258156656,Negative for intraepithelial lesion
628,1.2867350963365654,0.7694914533685958,Negative for intraepithelial lesion
745,1.3139791906744203,0.6527653873843083,Negative for intraepithelial lesion
579,1.5057334909904738,0.5607729702444143,Negative for intraepithelial lesion
